﻿FondTag_武器,Weapon,อาวุธ
ItemName_略有磨损的钥匙,Damaged key,กุญแจเสียหาย
ItemName_尚武钥匙,Martial key,กุญแจยุทธ
ItemName_铁钥匙,Iron key,กุญแจเหล็ก
ItemName_孔一刀的钥匙,Blade Kong's key,กุญแจของมือดาบขง
ItemName_玛瑙石,Agate,หินโมรา
ItemName_佛医经,Buddhist Medical Scripture,คัมภีร์ฉันทศาสตร์
ItemName_金刚经,Diamond Sutra,วัชรปรัชญาปารมิตาสูตร
ItemName_法华经,Lotus Sutra,สัทธรรมปุณฑริกสูตร
ItemName_多心经,Heart Sutra,ปรัชญาปารมิตาหฤทัยสูตร
ItemName_兽环图录,Animal rings record,บันทึกแหวนนักษัตร
ItemName_染血密信,Bloodied letter,จดหมายเปื้อนเลือด
ItemName_花四娘的钥匙,Hua Siniang's key,กุญแจของฮวาซื่อเหนียง
ItemName_白玉钥匙,Jade key,กุญแจหยก
ItemName_山寨牢房钥匙,Bandit camp prison key,กุญแจคุกค่ายโจร
ItemName_霖安牢房钥匙,Lin'an prison key,กุญแจคุกหลินอัน
ItemName_银钥匙,SIlver key,กุญแจเงิน
ItemName_楚襄牢房钥匙,Chuxiang prison key,กุญแจคุกฉู่เซียง
ItemName_大梁牢房钥匙,Daliang prison key,กุญแจคุกต้าเหลียง
ItemName_英雄帖,Hero Card,เทียบจอมยุทธ์
ItemName_花四娘的手帕,Hua Siniang's handkerchief,ผ้าเช็ดหน้าของฮวาซื่อเหนียง
ItemName_燕子窝密室钥匙,Swallow Nest secret chamber key,กุญแจห้องลับรังนกนางแอ่น
ItemName_“燕”字纸条,"""NEST"" note","หมายเหตุ ""รัง"""
ItemName_“子”字纸条,"""OF"" note","หมายเหตุ ""นก"""
ItemName_“窝”字纸条,"""SWALLOW"" note","หมายเหตุ ""นางแอ่น"""
ItemName_地煞牌,Earthly Fiend Card,ตราสัญลักษณ์มารเทวะปฐพี
ItemName_虎头牌,Tiger Head Card,สัญลักษณ์ศรีษะพยัคฆ์
ItemName_武备库钥匙,Armory key,กุญแจห้องคลังแสง
ItemName_马王洞密室钥匙,Horse King Cave secret chamber key,กุญแจห้องลับถ้ำราชาม้า
ItemName_软垫,Soft cushion,เบาะนุ่ม
ItemName_官印,Official seal,ตราประทับทางการ
ItemName_老婆婆特制檀香,Old woman's special incense,ธูปพิเศษของหญิงชรา
ItemName_摸金门密室钥匙,Tomb Raider secret chamber key,กุญแจห้องลับจอมโจรสุสาน
ItemName_残破的羊皮碎片·一,Tattered leather note - One,หมายเหตุหนังขาดๆ - หนึ่ง
ItemName_残破的羊皮碎片·二,Tattered leather note - Two,หมายเหตุหนังขาดๆ - สอง
ItemName_残破的羊皮碎片·三,Tattered leather note - Three,หมายเหตุหนังขาดๆ - สาม
ItemName_神捕门牢房钥匙,Crime Investigation Bureau prison key,กุญแจเรือนจำสำนักเทพมือปราบ
ItemName_吕文桓的书信,Lu Wenhuan's letter,จดหมายของลวี่เหวินหวน
ItemName_行辕大营牢房钥匙,Royal camp prison key,กุญแจเรือนจำค่ายหลวง
ItemName_叶家军机要钥匙,Ye Family Battalion secret key,กุญแจลับกองทัพตระกูลเย่
ItemName_如来经译本·上卷,Translation of Vairocana Sutra - First half,ฉบับแปลของไวโรจนะสูตร - ครึ่งแรก
ItemName_如来经译本·下卷,Translation of Vairocana Sutra - Second half,ฉบับแปลของไวโรจนะสูตร - ครึ่งหลัง
ItemName_大日如来经（梵文）,Vairocana Solar Sutra (Sanskrit),ไวโรจนะมหาสูตร (สันสกฤต)
ItemName_梵文解译,Sanskrit dictionary,คัมภีร์สัททาวิเสส (เรียนรู้ภาษาสันสกฤต)
ItemName_龙树菩萨养性方,Dragon Tree Buddha medical recipe,คัมภีร์มูลมัธยมกการิกา
ItemName_妙法莲华经,Lotus Sutra of Wondrous Dharma,สัทธรรมปุณฑริกสูตรแห่งธรรมอันมหัศจรรย์
ItemName_楞伽经,Lankavatara Sutra,ลังกาวตารสูตร
ItemName_完颜乌珠的密信,Wanyan Wuzhu's secret letter,จดหมายลับของหวันเหยียนอู๋จู
ItemName_仁字玉竹,"""Benevolence"" inscripted jade bamboo","ไม้ไผ่หยกจารึก ""ศีลธรรม"""
ItemName_义字玉竹,"""Righteous"" inscripted jade bamboo","ไม้ไผ่หยกจารึก ""คุณธรรม"""
ItemName_礼字玉竹,"""Propriety"" inscripted jade bamboo","ไม้ไผ่หยกจารึก ""มารยาท"""
ItemName_智字玉竹,"""Wisdom"" inscripted jade bamboo","ไม้ไผ่หยกจารึก ""ภูมิปัญญา"""
ItemName_信字玉竹,"""Trustworthy"" inscripted jade bamboo","ไม้ไผ่หยกจารึก ""ซื่อสัตย์"""
ItemName_治疗腿疾的药,Medicine for legs,ยารักษาขา
ItemName_齐王引荐信,Duke Qi Recommendation Letter,จดหมายแนะนำจากอ๋องฉี
ItemName_巧舌秘典,Eloquent Secret Book,หนังสือลับฝีปาก
ItemName_商道通鉴,Business Mirror,คู่มือการค้า
ItemName_风水秘术,Feng Shui Secret Art,เคล็ดลับฮวงจุ้ย
ItemName_地理图志,Geographical Atlas,บันทึกทางภูมิศาสตร์
ItemName_百兽通志,Beast Compendium,สารานุกรมสัตว์ร้าย
ItemName_太上感应篇,Supreme Induction Chapter,บทอุปนัยไท่ชาง
ItemName_三十三剑客图,Thirty-three Swordsmen Picture,ตำราภาพสามสิบสามมือกระบี่
ItemName_礼书通故,Ritual Book,หนังสือพิธีกรรม
ItemName_玉台新咏,Jade Platform New Song,บทเพลงใหม่ปะรำพิธีหยก
ItemName_推背图,Push Back Picture,แปดทิศพยากรณ์
ItemName_康王手谕,Duke Kang's Hand Decree,คำสั่งลายมือของอ๋องคัง
ItemName_齐王手谕,Duke Qi's Hand Decree,คำสั่งลายมือของอ๋องฉี
ItemName_奇怪气味的书信,Letter with a Strange Smell,จดหมายที่มีกลิ่นแปลกๆ
ItemName_率意帖（摹本）,Outspoken Letter (fake),ภาพอักษรเจตจำนงเสรี (ปลอม)
ItemName_溪山行旅图（摹本）,Mountain Stream Travel Painting (fake),ภาพวาดจิตรกรรมท่ามกลางสายน้ำและขุนเขา (ปลอม)
ItemName_呕血谱（摹本）,Blood Vomitting Kifu (fake),กลหมาก กระดานโลหิต (ปลอม)
ItemName_广陵散（摹本）,Guangling Melody (fake),ลำนำแห่งกว่างหลิง (ปลอม)
ItemName_燕国布防图,Yan Army military map,แผนที่ทางทหารกองทัพเยี่ยน
ItemName_武经七书,Martial Sutra Seven Books,วรยุทธสูตรเจ็ดเล่ม
ItemName_金钥匙,Gold key,กุญแจทอง
ItemName_蟠龙钥匙,Dragon key,กุญแจมังกร
ItemName_叶家军布防图,Ye Family Battalion military map,แผนทางทหารกองทัพตระกูลเย่
ItemName_天罡牌,Heaven Spirits Card,ป้ายวิญญาณสวรรค์
ItemName_龙头牌,Dragon Head Card,ป้ายเศียรมังกร
ItemName_藏兵阁密钥,Weapon Pavilion key,กุญแจหอศาสตรา
ItemName_神剑匙,Sacred Sword key,กุญแจสมบัติหอศาสตรา
ItemName_三生石,Wedding Stone,ศิลาวิวาห์
ItemName_失心腐志丹,Heart Broken pill,ยาสลายใจ
ItemName_盟主金令,Jianghu Master token,ตราผู้นำยุทธภพ
ItemName_金牌令箭,Imperial token,ตราจักรพรรดิ
ItemName_婆罗门诸仙药方,Brahman Immortals medical recipe,คัมภีร์อายุรเวท
ItemName_大般若经,Great Prajna Sutra,มหาปรัชญาปัญญาสูตร
ItemName_维摩诘经,Vimalakirtinirdesa Sutra,วิมลเกียรตินิเทสสูตร
ItemName_开化塔宝藏钥匙,Enlightment Tower chest key,กุญแจสมบัติหอรู้แจ้ง
ItemName_木桶,Wooden barrel,ถังไม้
ItemName_麻绳,Rope,เชือก
ItemName_粗糙的鱼竿,Simple fishing pole,คันเบ็ดธรรมดา
ItemName_铁铲,Iron shovel,พลั่วเหล็ก
ItemName_粗糙的矿镐,Simple pickaxe,เสียมธรรมดา
ItemName_粗糙的伐木斧,Simple hatchet,ขวานธรรมดา
ItemName_粗糙的长镐,Simple shovel,พลั่วธรรมดา
ItemName_丁品檀香,Normal incense,ธูปธรรมดา
ItemName_青草,Green grass,หญ้าสีเขียว
ItemName_破旧的包裹,Worn-out package,หีบห่อชำรุด
ItemName_野猪牙,Wild boar fang,เขี้ยวหมูป่า
ItemName_狼牙,Wolf fang,เขี้ยวหมาป่า
ItemName_无价值的字帖,Worthless calligraphy,งานเขียนไร้ค่า
ItemName_无价值的画卷,Worthless painting,ภาพวาดไร้ค่า
ItemName_无价值的器具,Worthless appliance,ภาชนะไร้ค่า
ItemName_失效的药品,Worthless medicine,ยาไร้ค่า
ItemName_无价值的装饰,Worthless ornament,ของประดับไร้ค่า
ItemName_无价值的书籍,Worthless book,หนังสือไร้ค่า
ItemName_粗糙的镰刀,Simple sickle,เคียวธรรมดา
ItemName_粗糙的捕虫网,Simple worm-catching net,ตาข่ายจับแมลงธรรมดา
ItemName_点燃的火把,Burning torch,คบเพลิง
ItemName_未点燃的火把,Unlit torch,คบเพลิงที่ยังไม่จุด
ItemName_狼王牙,Wolf king fang,เขี้ยวราชาหมาป่า
ItemName_丙品檀香,Rare incense,ธูปหายาก
ItemName_优质矿镐,Good pickaxe,เสียมอย่างดี
ItemName_优质伐木斧,Good hatchet,ขวานอย่างดี
ItemName_优质鱼竿,Good fishing pole,คันเบ็ดอย่างดี
ItemName_优质镰刀,Good sickle,เคียวอย่างดี
ItemName_优质捕虫网,Good worm-catching net,ตาข่ายจับแมลงอย่างดี
ItemName_乙品檀香,Epic incense,ธูปมหากาพย์
ItemName_交子,Money order,ตั๋วแลกเงิน
ItemName_碎银子,Scrap silver,เศษเงิน
ItemName_精品矿镐,Great pickaxe,เสียมชั้นเยี่ยม
ItemName_精品伐木斧,Great hatchet,ขวานชั้นเยี่ยม
ItemName_精品鱼竿,Great fishing pole,คันเบ็ดชั้นเยี่ยม
ItemName_精品镰刀,Great sickle,เคียวชั้นเยี่ยม
ItemName_精品捕虫网,Great worm-catching net,ตาข่ายจับแมลงชั้นเยี่ยม
ItemName_甲品檀香,Legendary incense,ธูปตำนาน
ItemName_金豆子,Scrap gold,เศษทอง
ItemName_金元宝,Gold bullion,ทองคำแท่ง
ItemName_稀有矿镐,Top-quality Mining Pick,เสียมชั้นยอด
ItemName_稀有伐木斧,Top-quality Woodcutting Axe,ขวานชั้นยอด
ItemName_稀有鱼竿,Top-quality Fishing Rod,คันเบ็ดชั้นยอด
ItemName_稀有镰刀,Top-quality Sickle,เคียวชั้นยอด
ItemName_稀有捕虫网,Top-quality Worm-catching Net,ตาข่ายจับแมลงชั้นยอด
ItemName_无名小村地图,Map - Nameless village,แผนที่ - หมู่บ้านไร้นาม
ItemName_青风寨地图,Map - Blue Wind Camp,แผนที่ - ค่ายวายุคราม
ItemName_迷踪林地图,Map - Lost Forest,แผนที่ - ป่าสาบสูญ
ItemName_野狼谷地图,Map - Wild Wolf Valley,แผนที่ - หุบเขาหมาป่า
ItemName_断魂林地图,Forest of Broken Souls Map,แผนที่ - ป่าวิญญาณสลาย
ItemName_琼花谷地图,Map - Viburnum Valley,แผนที่ - หุบเขาโบตั๋น
ItemName_邙山穴地图,Mang Mountain Pit Map,แผนที่ - สุสานภูเขาหมาง
ItemName_长生冢地图,Longevity Tomb Map,แผนที่ - สุสานอมตะ
ItemName_霖安城地图,Map - Lin'an City,แผนที่ - เมืองหลินอัน
ItemName_楚襄城地图,Map - Chuxiang City,แผนที่ - เมืองฉู่เซียง
ItemName_大梁城地图,Map - Daliang City,แผนที่ - เมืองต้าเหลียง
ItemName_释法寺地图,Map - Shifa Temple,แผนที่ - อารามซื่อฟา
ItemName_儒圣馆地图,Map - Confucius Temple,แผนที่ - วัดขงจื้อ
ItemName_道玄宗地图,Map - Taoist Sect,แผนที่ - สำนักเต๋า
ItemName_武帝陵地图,Map - Emperor Wu Mausoleum,แผนที่ - สุสานฮ่องเต้อู่ตี้
