﻿题库1_题目1,This is title 1,บทนำที่ 1
院试3_题目2_答案4,A man is not moved by a woman's beauty.,วีรบุรุษผู้แกร่งกล้า ย่อมไม่หวั่นไหวต่อเสน่ห์ของสตรี
院试3_题目3_答案1,"If you don't sweep your own house, how can you sweep the world?",หากกวาดลานบ้านตนยังมิสะอาด จะหวังชำระล้างยุทธจักรให้บริสุทธิ์ได้อย่างไร
院试3_题目3_答案2,"Without time, one cannot see a person's heart.",หากมิได้ร่วมทุกข์ร่วมสุขยาวนาน ย่อมยากจะหยั่งรู้น้ำจิตน้ำใจของผู้ใด
院试3_题目3_答案3,"Without learning, one cannot know filial piety and brotherly respect.",หากมิได้ร่ำเรียนวิชาและขัดเกลาจิตใจ ย่อมยากจะเข้าถึงแก่นแท้แห่งความกตัญญูและภราดรภาพ
院试3_题目3_答案4,"Without difficulty, one cannot know a gentleman.","Without difficulty, one cannot know a gentleman.<<<"
院试4_题目1_答案1,A country that seeks self-interest will perish.,ประเทศที่แสวงหาประโยชน์ส่วนตนจะพินาศ
院试4_题目1_答案2,A woman who pleases herself will be beautiful.,A woman who pleases herself will be beautiful. <<<
院试4_题目1_答案3,A family that is harmonious will prosper.,ครอบครัวที่สามัคคีปรองดอง จะยิ่งใหญ่
院试4_题目1_答案4,Laws are established for those who break the rules.,กฎหมายถูกตั้งขึ้นเพื่อจัดการกับผู้ที่ฝ่าฝืนทำผิดกฏ
院试4_题目2_答案1,"Killing the chicken to get the eggs, isn't it profitable? But there will be no eggs tomorrow.",ฆ่าไก่เพื่อเอาไข่ มันคุ้มไหม? และพรุ่งนี้จะไม่มีไข่กินแล้ว
院试4_题目2_答案2,"Burning the forest to farm, isn't it profitable? But there will be no hunting next year.",เผาป่าเพื่อทำไร่ ไม่คุ้มเลย และปีหน้าจะไม่มีสัตว์ให้ล่า
院试4_题目2_答案3,"Burning the bush to farm, isn't it profitable? But there will be no animals next year.","Burning the bush to farm, isn't it profitable? But there will be no animals next year.<<<"
院试4_题目2_答案4,"Disbanding the army and scattering the horses, isn't it peaceful? But there will be no soldiers next year.",ยุบกองทัพกระจายม้า สงบสุขมิใช่หรือ? แต่ปีหน้าจะไม่มีทหาร
院试4_题目3_答案1,Gaining a thousand miles of land is not as good as gaining a sage.,ครอบครองดินแดนพันลี้ มิสู้ครอบครองหนึ่งปราชญ์
院试4_题目3_答案2,Gaining a thousand acres of farmland is not as good as gaining a god of agriculture.,ครอบครองไร่นานับพันไร่ มิสู้มีเทพกสิกรรมอำนวย
院试4_题目3_答案3,Gaining ten good swords is not as good as gaining a blacksmith.,Gaining ten good swords is not as good as gaining a blacksmith.<<<
院试4_题目3_答案4,"There are always good horses in a thousand miles, but there are not always good horse trainers.",ทุ่งราบกว้างไกลมีอาชาดีนับพัน แต่มิได้มีผู้คัดสรรม้าศึกที่ดีมากมายเช่นนั้น
院试5_题目1_答案1,"Without tranquility, one cannot reach far.","Without tranquility, one cannot reach far.<<<"
院试5_题目1_答案2,"Without generosity, one cannot cover all.",หากขาดซึ่งจิตใจที่เปี่ยมด้วยเมตตา การจะครอบคลุมทุกสิ่งทุกอย่างนั้นเป็นไปไม่ได้
院试5_题目1_答案3,"Without kindness and generosity, one cannot embrace the masses.",หากปราศจากเมตตาอันบริสุทธิ์ ย่อมไม่สามารถรวมใจผู้คนให้เป็นหนึ่งเดียวได้
院试5_题目1_答案4,"Without fairness and justice, one cannot make decisions.",หากปราศจากความยุติธรรม จะไม่สามารถตัดสินใดๆได้
院试5_题目2_答案1,"Jiang Taigong fishes, those who are willing will take the bait.",เจียงไท่กงตกปลา ผู้ใดเล่าปรารถนายอมกินเหยื่อ
院试5_题目2_答案2,Great rewards bring great risks.,Great rewards bring great risks. <<<
院试5_题目2_答案3,"In the beauty's scheme, there are often hidden plots.",ในแผนการของความงาม มักจะมีแผนการซ่อนอยู่
院试5_题目2_答案4,"When the city gate catches fire, the fish in the moat suffer.",เมื่อประตูเมืองเกิดไฟไหม้ ปลาในคูเมืองก็ได้รับผลกระทบ
院试5_题目3_答案1,"Commit evil for a day, and it will be heard throughout the world.","Commit evil for a day, and it will be heard throughout the world <<<"
院试5_题目3_答案2,"If it does not crow, it is fine. Once it crows, it shocks people.",ถ้ามันไม่ขัน ก็ไม่เป็นอะไร แต่เมื่อมันขันเมื่อไร ก็ทำให้ผู้คนตกตะลึงเมื่อนั้น
院试5_题目3_答案3,"Good begets good, evil begets evil.",ทำดีได้ดี ทำชั่วได้ชั่ว
院试5_题目3_答案4,"Those who do good live long, those who accumulate virtue have blessings.",ผู้ทำความดี ย่อมมีอายุยืน ผู้สะสมคุณธรรม ย่อมได้รับพร
太学馆对对子_题目1,Please complete the couplet: Nurturing the righteous qi of heaven and earth;,Please complete the couplet: Nurturing the righteous qi of heaven and earth; (ตอบข้อ 3)
太学馆对对子_题目2,Please complete the couplet: A big belly can tolerate things that the world cannot tolerate;,Please complete the couplet: A big belly can tolerate things that the world cannot tolerate; (ตอบข้อ 2)
