﻿Fame-35_1_1,This pigeon letter...,นกพิราบส่งสาร...
M5069-1_7_10,"If you two are in a hurry to go to the Sword Duel Conference, then you should not be in a hurry. I heard that a big figure has not arrived yet, and it can only start when his old man arrives. If you two go up now, I'm afraid you'll just be waiting.",หากท่านทั้งสองรีบร้อนที่จะไปร่วมงานชุมนุมวิจารณ์กระบี่ล่ะ พวกท่านก็ไม่จำเป็นรีบร้อนไป ข้าได้ยินมาว่าบุคคลสำคัญท่านหนึ่งยังมาไม่ถึง งานจะเริ่มได้ก็ต่อเมื่อคนผู้นั้นมาถึงเท่านั้น หากท่านทั้งสองไปตอนนี้ก็ต้องไปเสียเวลารออยู่ดี
M5069-1_7_11,This is the only way up the mountain. Why don't you two rest a bit and wait for the big shot to arrive before heading up?,นี่เป็นเส้นทางเดียวที่จะขึ้นไปบนเขาได้ ทำไมท่านทั้งสองไม่พักสักหน่อย แล้วรอให้คนสำคัญท่านนั้นมาถึงก่อนค่อยขึ้นไปล่ะ?
M5069-1_7_12,This...,นี่...
M5069-1_7_13,Are you telling the truth?,ท่านพูดจริงรึ?
M5069-1_7_14,"Of course, I would never dare to deceive you heroes. If you two don't believe me, you can ask these four people. They just came down from the mountain.",แน่นอน ข้าไม่กล้าหลอกท่านจอมยุทธ์หรอกน่า หากพวกท่านไม่เชื่อก็ลองถามท่านทั้งสี่คนนั้นก็ได้ พวกเขาเพิ่งลงมาจากเขานี่แหละ
M5069-1_7_15,You just said that there's a big shot waiting up there? Who is it?,เมื่อกี้ท่านบอกว่าต้องรอบุคคลสำคัญมาถึงก่อน เขาเป็นใครหรือ?
M5069-1_7_16,How would I know about this? I'm just a tea seller.,ข้าจะรู้ได้อย่างไร? ข้าเป็นเพียงคนขายน้ำชาเท่านั้น
M5069-1_7_17,You just said we have to wait for him to start. Does that mean everyone else has already arrived?,ท่านเพิ่งบอกว่าต้องรอเขามาถึงก่อนถึงจะเริ่มได้ นั่นหมายความว่าคนอื่นมากันพร้อมหน้าแล้วใช่ไหม?
M5069-1_7_18,"I just heard from them that many people have already arrived, even the Eight Saints have arrived. I don't know who has such a big face that makes others wait.",ข้าก็ได้ยินพวกเขาพูดกันว่าด้านบนมีผู้คนมากันมากมายแล้ว แม้แต่แปดเซียนก็ยังมาถึงแล้ว ไม่ทราบว่าผู้ใดกันหนอที่มีอิทธิพลถึงเพียงนี้ ทำให้ผู้อื่นต้องรอคอย
M5069-1_7_19,Hmm... who could have such a big face...,อืม... ผู้ใดกันหนอที่มีอิทธิพลถึงเพียงนี้...
M5069-1_7_20,"{PlayerSurName}, I've asked them and it's consistent with what he said. Why don't you rest a bit, let me apologize.",ท่านพี่ {PlayerSurName} ข้าได้สอบถามพวกเขาแล้ว เป็นไปตามที่เขากล่าวทุกประการ ท่านพี่โปรดพักผ่อนสักครู่ เพื่อให้ข้าได้ขอโทษ
M5069-1_7_21,"Well, in that case, it would be rude not to accept.",ในเมื่อเป็นเช่นนั้น ข้าก็ขอรับไว้ด้วยความยินดี
M5069-1_7_22,"Brother, look at that guy...",พี่ชาย ดูชายผู้นั้นสิ...
M5069-1_7_23,Hmm?,หืมม?
M5069-1_7_24,That guy looks like {PlayerName}!,ชายผู้นั้นดูเหมือน{PlayerName}เลย!
M5069-1_7_25,It really is...,เป็นเช่นนั้นจริงๆ...
M5069-1_7_26,...They're discussing you.,...พวกเขาพูดถึงท่านแน่ะ
M5069-1_7_27,Seems like it.,เหมือนจะเป็นเช่นนั้น
M5069-1_7_28,The monk behind is also staring at you.,หลวงจีนที่อยู่ด้านหลังก็มองมาที่ท่านเช่นกัน
