﻿SlgTechName_科技0,Technology 0,วิทยาการ 0
SlgTechName_九江水寨_解锁dlc凌波诀,Martial Art: Wave Rider Technique,วรยุทธ์: วิชาทะยานคลื่น
SlgTechName_九江水寨_解锁dlc海纳百川,Martial Arts: Great Ocean Manual,วรยุทธ์: พลังรวมสมุทร
SlgTechName_九江水寨_解锁dlc惊涛骇浪诀,Martial Arts: Tsunami Manual,วรยุทธ์: คลื่นพายุกระหน่ำ
SlgTechName_本草门_解锁dlc浣纱剑法,Martial Arts: Huansha Sword,วรยุทธ์: กระบี่ล่าสังหาร
SlgTechName_本草门_解锁dlc莲花妙剑,Martial Arts: Lotus Flower Sword,วรยุทธ์: เพลงกระบี่ดอกบัว
SlgTechName_本草门_解锁dlc素女剑法,Martial Arts: Pure Maiden Sword,วรยุทธ์: กระบี่ดรุณีใจสงบ
SlgTechName_本草门_解锁dlc凌尘剑法,Martial Arts: Mortal Sword,วรยุทธ์: เพลงกระบี่ธุลีดิน
SlgTechName_本草门_解锁dlc金匮要略,Martial Arts: Golden Manual,วรยุทธ์: ตำรายาห้องทอง
SlgTechName_本草门_解锁dlc四圣心源,Martial Arts: Four Saints Origin,วรยุทธ์: สี่หัวใจศักดิ์สิทธิ์
SlgTechName_万兽山庄_解锁dlc蟠龙棍法,Martial Arts: Dragon Staff,วรยุทธ์: พลองมังกร
SlgTechName_万兽山庄_解锁dlc太乙剑法,Martial Art: Taiyi Sword,วรยุทธ์: เพลงกระบี่ไทยี่
SlgTechName_万兽山庄_解锁dlc云林棍法,Martial Arts: Cloud Forest Staff,วรยุทธ์: พลองป่าเมฆา
SlgTechName_万兽山庄_解锁dlc太虚十八剑,Martial Arts: Taixu Eighteen Swords,วรยุทธ์: ไท่ซวีสิบแปดกระบี่
SlgTechName_万兽山庄_解锁dlc天罡飞龙杖,Martial Arts: Polaris Wyvern Staff,วรยุทธ์: ไม้เท้ามังกรสวรรค์
SlgTechName_万兽山庄_解锁dlc浮华掠影剑,Martial Arts: Illusion Sword,วรยุทธ์: เพลงกระบี่มายาลวง
SlgTechName_万兽山庄_解锁dlc御兽术,Martial Arts: Beast Taming Skill,วรยุทธ์: วิชาฝึกสัตว์
SlgTechName_万兽山庄_解锁dlc兽吼功,Martial Arts: Beast Howling Move,วรยุทธ์: ราชสีห์คำราม
SlgTechName_万兽山庄_解锁dlc兽王诀,Martial Arts: Beast King Technique,วรยุทธ์: วิชาราชาสัตว์ร้าย
SlgTechName_燕子窝_解锁dlc破空梭,Martial Arts: Wind Breaker,วรยุทธ์: ผ่าวายุ
SlgTechName_燕子窝_解锁dlc疾风刺,Martial Arts: Wind Stab,วรยุทธ์: แทงวายุกระโชก
SlgTechName_燕子窝_解锁dlc风雷刺法,Martial Arts: Thunderstorm Strike,วรยุทธ์: แทงวายุพิฆาตอัสนี
SlgTechName_燕子窝_解锁dlc云龙三现,Martial Arts: Cloud Dragon Three Strikes,วรยุทธ์: สามมังกรเมฆาจู่โจม
SlgTechName_燕子窝_解锁dlc刺秦要诀,Martial Arts: Killer's Secret,วรยุทธ์: คัมภีร์ลับสังหารฉิน
SlgTechName_燕子窝_解锁dlc捕风诀,Martial Arts: Wind Walker Manual,วรยุทธ์: เคล็ดวิชาเหยียบวายุ
SlgTechName_燕子窝_解锁dlc凌云步,Martial Arts: Cloud Walker Step,วรยุทธ์: ทะยานบันไดเมฆา
SlgTechName_燕子窝_解锁dlc天女散花,Martial Arts: Celestial Lady Scattering Flowers,วรยุทธ์: เทพธิดาโปรยบุปผา
SlgTechName_神捕门_解锁dlc须弥剑法,Martial Art: Sumeru Sword,วรยุทธ์: เพลงกระบี่เขาพระสุเมรุ
SlgTechName_神捕门_解锁dlc风沙刀法,Martial Arts: Sandstorm Blade,วรยุทธ์: ดาบพายุทราย
SlgTechName_神捕门_解锁dlc贪狼剑法,Martial Arts: Flirting Star Sword,วรยุทธ：กระบี่หยอกดารา
SlgTechName_神捕门_解锁dlc盘空刀法,Martial Arts: Empty Blade,วรยุทธ์: ดาบเวียนนภา
SlgTechName_神捕门_解锁dlc磐龙剑法,Martial Arts: Dragon Sword,วรยุทธ์: เพลงกระบี่มังกร
SlgTechName_神捕门_解锁dlc天魔刀法,Martial Arts: Archdemon Blade,วรยุทธ์: ดาบมารสวรรค์
SlgTechName_神捕门_解锁dlc莽牛劲,Martial Arts: Ox Power,วรยุทธ์: พลังวัวคลั่ง
SlgTechName_神捕门_解锁dlc纯阳功,Martial Arts: Pure Yang Skill,วรยุทธ์: พลังหยางบริสุทธิ์
SlgTechName_神捕门_解锁dlc祈禳大法,Martial Arts: Prayer Manual,วรยุทธ์: คัมภีร์ภาวนา
SlgTechName_虎威镖局_解锁dlc破甲刀法,Martial Arts: Armor Breaker Blade,วรยุทธ์: ดาบผ่าเกราะ
SlgTechName_虎威镖局_解锁dlc雁行刀法,Martial Arts: Wild Goose Blade,วรยุทธ์: ดาบห่านป่า
SlgTechName_虎威镖局_解锁dlc霹雳刀法,Martial Arts: Thunder Blade,วรยุทธ์: ดาบอัสนี
SlgTechName_虎威镖局_解锁dlc一刀斩,Martial Arts: One Blade,วรยุทธ์: พิฆาตในดาบเดียว
SlgTechName_虎威镖局_解锁dlc破甲劲,Martial Arts: Armor Breaker Move,วรยุทธ์: วิชาทลายเกราะ
SlgTechName_虎威镖局_解锁dlc五禽戏,Martial Arts: Five Animal Forms,วรยุทธ์: กายบริหารห้าสัตว์
SlgTechName_夜摩坊_解锁dlc游龙剑法,Martial Arts: Dragon Roaming Sword,วรยุทธ์: กระบี่มังกรร่ายรำ
SlgTechName_夜摩坊_解锁dlc九宫剑法,Martial Arts: Nine Diagrams Sword,วรยุทธ์: กระบี่เก้าลักษณ์
SlgTechName_夜摩坊_解锁dlc星月剑法,Martial Arts: Moon Star Sword,วรยุทธ์: กระบี่จันทร์ดารา
SlgTechName_夜摩坊_解锁dlc忘忧剑法,Martial Arts: Forgotten Sword,วรยุทธ์: เพลงกระบี่ลืมทุกข์
SlgTechName_夜摩坊_解锁dlc调息法,Martial Arts: Breathing Technique,วรยุทธ์: เคล็ดปรับลมหายใจ
SlgTechName_夜摩坊_解锁dlc天星诀,Martial Arts: Celestial Star Manual,วรยุทธ์: เคล็ดวิชาดาวสวรรค์
SlgTechName_琅琊剑阁_解锁dlc回风剑法,Martial Arts: Wind Reversal Sword,วรยุทธ์: กระบี่ลมหวน
SlgTechName_琅琊剑阁_解锁dlc九宫剑法,Martial Arts: Nine Diagrams Sword,วรยุทธ์: กระบี่เก้าลักษณ์
SlgTechName_琅琊剑阁_解锁dlc苍穹剑法,Martial Arts: Heaven Sword,วรยุทธ์: เพลงกระบี่ฟ้ากว้าง
SlgTechName_琅琊剑阁_解锁dlc求败九式,Martial Arts: Dugu Nine Swords,วรยุทธ์: เก้ากระบี่เดียวดาย
SlgTechName_琅琊剑阁_解锁dlc破天剑法,Martial Arts: Sky Breaker Sword,วรยุทธ์: เพลงกระบี่ทลายฟ้า
SlgTechName_琅琊剑阁_解锁dlc剑法典籍,Martial Arts: Sword Mastery,วรยุทธ์: วิชากระบี่พื้นฐาน
SlgTechName_琅琊剑阁_解锁dlc藏剑秘卷,Martial Arts: Hidden Sword Secret Manual,วรยุทธ์: คัมภีร์ลับกระบี่ซ่อน
SlgTechName_琅琊剑阁_解锁dlc九霄真经,Martial Arts: Heaven Sutra,วรยุทธ์: คัมภีร์เก้าชั้นฟ้า
SlgTechName_摸金门_解锁dlc蟠龙棍法,Martial Arts: Dragon Staff,วรยุทธ์: พลองมังกร
SlgTechName_摸金门_解锁dlc大力棍法,Martial Arts: Brutal Staff,วรยุทธ์: กระบองพิฆาต
SlgTechName_摸金门_解锁dlc疯魔棍法,Martial Arts: Insanity Staff,วรยุทธ์: พลองมารคลั่ง
SlgTechName_摸金门_解锁dlc混元棍法,Martial Arts: Origin Staff,วรยุทธ์: พลองรวมศูนย์
SlgTechName_摸金门_解锁dlc破甲劲,Martial Arts: Armor Breaker Move,วรยุทธ์: วิชาทลายเกราะ
SlgTechName_摸金门_解锁dlc寻龙术,Martial Arts: Dragon Seeker Manual,วรยุทธ์: ล่าหลุมฝังมังกร
SlgTechName_青风寨_解锁dlc修罗刀法,Martial Arts: Shura Blade,วรยุทธ์: เพลงดาบอสุรา
SlgTechName_青风寨_解锁dlc开山刀法,Martial Arts: Mountain Clear Blade,วรยุทธ์: ดาบสะบั้นภูผา
SlgTechName_青风寨_解锁dlc七旋斩,Martial Arts: Seven Spins Blade,วรยุทธ์: 7 ดาบหมุนเวียน
SlgTechName_青风寨_解锁dlc碧磷刀法,Martial Arts: Jade Blade,วรยุทธ์: ดาบพิษมรกต
SlgTechName_青风寨_解锁dlc莽牛劲,Martial Arts: Ox Power,วรยุทธ์: พลังวัวคลั่ง
SlgTechName_青风寨_解锁dlc莽苍诀,Martial Arts: Reckless Sky Technique,วรยุทธ์: เคล็ดฟ้าประมาท
SlgTechName_叶家军_解锁dlc破阵大枪,Martial Arts: Formation Breaker Spear,วรยุทธ์: หอกทลายทัพ
SlgTechName_叶家军_解锁dlc六合枪法,Martial Arts: Six Forms Spear,วรยุทธ์: หอกหกประสาน
SlgTechName_叶家军_解锁dlc叶家枪法,Martial Arts: Ye Family Spear,วรยุทธ์: เพลงหอกสกุลเย่
SlgTechName_叶家军_解锁dlc七杀枪法,Martial Arts: Power Star Spear,วรยุทธ์: หอกเจ็ดพิฆาต
SlgTechName_叶家军_解锁dlc沥泉枪法,Martial Arts: Slipstream Spear,วรยุทธ์: หอกธาราหยด
SlgTechName_叶家军_解锁dlc破甲劲,Martial Arts: Armor Breaker Move,วรยุทธ์: วิชาทลายเกราะ
SlgTechName_叶家军_解锁dlc武穆秘典,Martial Arts: Yue Fei Secret Manual,วรยุทธ์: ตำราลับงักฮุย
SlgTechName_叶家军_解锁dlc满江红,Martial Arts: Prismatic River,วรยุทธ์: แม่น้ำสีชาด
SlgTechName_冷皮帮_解锁dlc修罗刀法,Martial Arts: Shura Blade,วรยุทธ์: เพลงดาบอสุรา
SlgTechName_冷皮帮_解锁dlc迷魂毒掌,Martial Arts: Enchanted Poison Palm,วรยุทธ์: ฝ่ามือพิษลวงวิญญาณ
SlgTechName_冷皮帮_解锁dlc破军刀法,Martial Arts: Ruinous Star Blade,วรยุทธ์: ดาบทลายทัพ
SlgTechName_冷皮帮_解锁dlc碧落黄泉,Martial Arts: Death Road,วรยุทธ์: เส้นทางมรณะ
SlgTechName_冷皮帮_解锁dlc斩天刀法,Martial Arts: Heaven Cutting Blade Technique,วรยุทธ์: เพลงดาบผ่าสวรรค์
SlgTechName_冷皮帮_解锁dlc紫薇惊龙掌,Martial Arts: Dragon King Palm,วรยุทธ์: ฝ่ามือราชันมังกร
SlgTechName_冷皮帮_解锁dlc调息法,Martial Arts: Breathing Technique,วรยุทธ์: เคล็ดปรับลมหายใจ
SlgTechName_冷皮帮_解锁dlc五毒秘法,Martial Arts: Five Poisons Secret Move,วรยุทธ์: วิชาลับเบญจพิษ
SlgTechName_冷皮帮_解锁dlc火蟾诀,Martial Arts: Flame Toad Technique,วรยุทธ์: พลังคางคกอัคคี
SlgTechName_圣火宗_解锁dlc回风剑法,Martial Arts: Wind Reversal Sword,วรยุทธ์: กระบี่ลมหวน
SlgTechName_圣火宗_解锁dlc连环掌,Martial Art: Continuous Palm,วรยุทธ์: ฝ่ามือต่อเนื่อง
SlgTechName_圣火宗_解锁dlc广寒剑法,Martial Arts: Moon Palace Sword,วรยุทธ์: เพลงกระบี่วังจันทรา
SlgTechName_圣火宗_解锁dlc破空拳,Martial Arts: Breakthrough Fist,วรยุทธ์: หมัดทลายนภา
SlgTechName_圣火宗_解锁dlc无锋剑法,Martial Arts: Windless Sword,วรยุทธ์: เพลงกระบี่ไร้คม
SlgTechName_圣火宗_解锁dlc烈阳拳,Martial Arts: Solar Fist,วรยุทธ์: หมัดสุรีย์ผลาญ
SlgTechName_圣火宗_解锁dlc混元劲,Martial Arts: Origin Technique,วรยุทธ์: พลังต้นกำเนิด
