﻿KungfuInfo_Level,The {0}th level,ขั้นที่{0}
KunfuName_云林棍法,Cloud Forest Staff,พลองป่าเมฆา
KunfuName_玄煞棍法,Nether Killing Staff,พลองสะบั้นลี้ลับ
KunfuName_鸿蒙锏法,Nothingness Staff,พลังไม้เท้าเวิ้งว้าง
KunfuName_疯魔棍法,Insanity Staff,พลองมารคลั่ง
KunfuName_紧那罗王棍,Kinnara Staff,พลองราชากินนร
KunfuName_风云天龙棍,Sky Dragon Wind Staff,พลองวายุมังกรนภา
KunfuName_天罡棍法,Polaris Staff,พลองสวรรค์
KunfuName_天罡飞龙杖,Polaris Wyvern Staff,ไม้เท้ามังกรสวรรค์
KunfuName_达摩杖法,Dharma Staff,ไม้เท้าโพธิธรรม
KunfuName_撼地锤,Tremor Hammer,ค้อนสะเทือนปฐพี
KunfuName_弓箭散射,Area Shot,พื้นที่จู่โจม
KunfuName_精准射击,Precision Shot,ช็อตที่แม่นยำ
KunfuName_擂山锤法,Thunder Mountain Hammer,ค้อนภูผาอัสนี
KunfuName_金刚锤法,Diamond Hammer,ค้อนวัชระ
KunfuName_流云飞扇,Drifting Cloud Fan,พัดเมฆาล่องลอย
KunfuName_袖里回风,Returning Wind,ลมหวนกลับ
KunfuName_飞燕回翔,Swallow Reversal,นางแอ่นหวนกลับ
KunfuName_大鹏展翅,Wing Spreading,ปักษาสยายปีก
KunfuName_逍遥扇舞,Carefree Rain,พิรุณไร้โศก
KunfuName_狂风扇诀,Tornado Fan,พัดวายุคลั่ง
KunfuName_游龙戏凤,Dragon Phoenix Fan,พัดมังกรเย้าพญาหงส์
KunfuName_风卷残云式,Storming Cloud Fan,พัดวายุกระหน่ำเมฆา
KunfuName_逍遥游,Carefree Life,อิสระจร
KunfuName_君子好逑,Gentleman's Courtship,สุภาพบุรุษขอรัก
KunfuName_如意扇法,Wish Granted Fan,พัดสมปรารถนา
KunfuName_扇舞春秋,Spring and Autumn Fan,ระบำพัดสารทวสันต์ฤดู
KunfuName_蝶恋花,Flirting Butterfly,ผีเสื้อเหย้าบุปผา
KunfuName_锥心刺,Heart Piercer,ทะลวงใจ
KunfuName_灵蛇刺,Spirit Snake,แทงวิญญาณอสรพิษ
KunfuName_追风短打,Wind Chaser,ล่าวายุ
KunfuName_破空梭,Wind Breaker,ผ่าวายุ
KunfuName_疾风刺,Wind Stab,แทงวายุกระโชก
KunfuName_云龙三现,Cloud Dragon Three Strikes,สามมังกรเมฆาจู่โจม
KunfuName_银蛇流光,Silver Snake Mirage,เงาคลื่นอสรพิษเกล็ดเงิน
KunfuName_风雷刺法,Thunderstorm Strike,แทงวายุพิฆาตอัสนี
KunfuName_海蛟夺命刺,Sea Serpent Head Hunter Stab,แทงพิฆาตมังกรทะเล
KunfuName_刺秦要诀,Killer's Secret,คัมภีร์ลับสังหารฉิน
KunfuName_泼墨笔法,Octagonal Inking Pen,สะบัดพู่กันแปดทิศ
KunfuName_画里乾坤,World Inside Painting,จักรวาลในภาพวาด
KunfuName_龙蛇笔法,Dragon Snake Pen,พู่กันงูมังกรร่ายรำ
KunfuName_春秋笔谱,Spring and Autumn Pen,พู่กันวสันต์สารท
KunfuName_阎王贴,Death Invitation,เทียบเชิญมรณะ
KunfuName_挥翰成风,Frozen Storm,พายุน้ำแข็ง
KunfuName_寒食帖,Cold Food Observance,การสังเกตอาหารเย็น
KunfuName_寒江独钓,Fishing Alone in Cold River,ตวัดมัจฉาเดี่ยวดายกลางนทีเหมันต์
KunfuName_曹全碑,Cao Quan Steele,อนุสาวรีย์เฉาฉวน
KunfuName_幽谷图,Quiet Valley Drawing,วาดภาพหุบเขาสงบ
KunfuName_丧乱贴,Funeral Post,บทกวีอาลัยงานศพ
KunfuName_兰亭序,Orchid Pavillion Preface,ลำนำศาลากล้วยไม้
KunfuName_江山多娇,Country Full of Beauties,แผ่นดินที่งดงาม
KunfuName_阳关三叠,Triassis Yangguan,ด่านหยางกวนสามท่อน
KunfuName_泛沧浪,Floating Blue,เกลียวคลื่น
KunfuName_出水芙蓉,Out of Water Hibiscus,ชบาขึ้นจากน้ำ
KunfuName_西江月,Moon over West River,จันทราเหนือธาราตะวันตก
KunfuName_惊鸿一梦,A Dream of Graceful Beauty,ความฝันอันงดงาม
KunfuName_高山流水,Mountain and River,เขาสูงธารน้ำไหล
KunfuName_蝶舞天涯,Dancing Butterfly Over Skyline,ระบำผีเสื้อเหนือเส้นขอบฟ้า
KunfuName_潇湘水云,River Water and Cloud,เมฆหมอกแห่งลำน้ำเซียวเซียง
KunfuName_广陵散,Guangling Melody,ลำนำแห่งกว่างหลิง
KunfuName_傲江湖,Proud Wanderer,เย้ยยุทธจักร
KunfuName_碧涧流泉,Flowing Mountain Stream,ลำธารภูเขาน้ำตก
KunfuName_音波功,Soundwave Attack,พลังคลื่นเสียง
KunfuName_暗香凌波,Hidden Fragrance Wave,คลื่นซ่อนหอม
KunfuName_催心五调,Heart Stimulation Five Tunes,ห้าทำนองปลุกใจ
KunfuName_鹧鸪天,Partridge Day,หยังกุ้ยเฟยร่ำเมรัย
KunfuName_梅花三弄,Plum Flower Three Lanes,ตำนานรักดอกเหมย
KunfuName_万蛊谣,Ancient Song,ลือเรื่องหมื่นพิษ
KunfuName_阳春白雪,Spring White Snow,หิมะในฤดูใบไม้ผลิ
KunfuName_塞外秋风,Wind Outside Great Wall,ลมสารทฤดูเหนือกำแพงเมืองจีน
KunfuName_霸王卸甲,Armor Breaker Emperor,ฌ้อปาอ๋องถอดเกราะ
KunfuName_汉宫秋月,Autumn Palace Moon,พระราชวังฮั่นในคืนพระจันทร์สารท
KunfuName_渡红尘,Mortal Life,บทเพลงข้ามโลกีย์
KunfuName_笑红尘,Laughing at the World,ยิ้มเยาะโลก
KunfuName_十面埋伏,Full Directional Ambush,ซุ่มจู่โจมทั้งสิบทิศ
KunfuName_玄煞劲,Nether Killing Force,ปราณปรโลกสังหาร
KunfuName_乱环诀,Mystic Circle Manual,พลังห้วงกลียุค
KunfuName_金钟罩,Golden Bell Technique,ระฆังทองคุ้มกาย
KunfuName_摄心术,Mind Taker Skill,วิชาอ่านจิตตรึงใจ
KunfuName_龙虎功,Dragon Tiger Manual,วิชาพยัคฆ์มังกร
KunfuName_莽牛劲,Ox Power,พลังวัวคลั่ง
KunfuName_飞刀术,Flying Blade Skill,วิชามีดบิน
KunfuName_腐毒功,Poison Technique,พลังพิษ
KunfuName_汗青集,Historical Record,บันทึกพงศาวดาร
KunfuName_御兽术,Beast Taming Skill,วิชาฝึกสัตว์
KunfuName_金匮要略,Golden Manual,ตำรายาห้องทอง
KunfuName_调息法,Breathing Technique,เคล็ดปรับลมหายใจ
KunfuName_冰魄功,Ice Spirit Move,พลังวิญญาณเหมันต์
KunfuName_拳掌要诀,Fist Mastery,วิชาหมัดมวยพื้นฐาน
KunfuName_剑法典籍,Sword Mastery,วิชากระบี่พื้นฐาน
KunfuName_刀术秘卷,Blade Mastery,วิชาดาบพื้นฐาน
KunfuName_长兵纪要,Long Weapon Mastery,วิชาอาวุธยาวพื้นฐาน
KunfuName_短兵汇编,Short Weapon Mastery,วิชาอาวุธสั้นพื้นฐาน
KunfuName_乐谱精粹,Musical Mastery,วิชาดนตรีพื้นฐาน
KunfuName_儒雅风流,Elegant Romanticist,หรูหราสง่างาม
KunfuName_吐故纳新术,Embrace The Future,เคล็ดปรับลมปราณ
KunfuName_混元劲,Origin Technique,พลังต้นกำเนิด
KunfuName_胎息功,Fetal Breathing Guide,ลมปราณครรภ์ทารก
KunfuName_五禽戏,Five Animal Forms,กายบริหารห้าสัตว
KunfuName_破甲劲,Armor Breaker Move,วิชาทลายเกราะ
KunfuName_凌波诀,Wave Rider Technique,วิชาท่องคลื่น
KunfuName_回春术,Revitalization Technique,วิชาฟื้นฟู
KunfuName_捕风诀,Wind Walker Manual,เคล็ดวิชาเหยียบวายุ
KunfuName_叶家心法,Ye Family Technique,เคล็ดวิชาสกุลเย่
KunfuName_雾隐术,Hidden Mist Skill,วิชาพรางเงาใต้หมอก
KunfuName_多情诀,Passionate Manual,เคล็ดลับอันเร่าร้อน
KunfuName_铁浮屠,Levitational Steel,เจดีย์เหล็ก
KunfuName_淬毒术,Toxication Skill,เคลือบพิษ
KunfuName_永字八法,Calligraphy Eight Techniques,หลักแปดประการของยง
KunfuName_叹息法,Sigh Method,เคล็ดปรับลมหายใจ
KunfuName_逆经转脉,Meridian Reversal,ลมปราณย้อนกลับ
KunfuName_太极玄,Nether Taichi,พลังไท้เก๊ก
KunfuName_横练金身,Forging Golden Body,กายาวัชระทองคำ
KunfuName_飞刀秘传,Flying Blade Secret Manual,มีดบินไม่พลาดเป้า
KunfuName_五毒秘法,Five Poisons Secret Move,วิชาลับเบญจพิษ
KunfuName_散功大法,Resetting Technique,วิชาล้างพลัง
KunfuName_洛神步,God Step,เทพท่องร้อยแปรเปลี่ยน
KunfuName_云隐术,Hidden Cloud Skill,วิชาซ่อนเมฆา
KunfuName_无心流,Heartless Style,เคล็ดไร้ใจ
KunfuName_藏剑秘卷,Hidden Sword Secret Manual,คัมภีร์ลับกระบี่ซ่อน
KunfuName_武穆秘典,Yue Fei Secret Manual,ตำราลับงักฮุย
KunfuName_兽王诀,Beast King Technique,วิชาราชาสัตว์ร้าย
KunfuName_四圣心源,Four Saints Origin,สี่หัวใจศักดิ์สิทธิ์
KunfuName_海纳百川,Great Ocean Manual,พลังรวมสมุทร
KunfuName_盛世春秋,Glorious Era,ยุครุ่งเรือง
KunfuName_寒阴真气,Cold Yin Energy,พลังปราณเหมันต์
KunfuName_纯阳功,Pure Yang Skill,พลังหยางบริสุทธิ์
KunfuName_玄阴诀,Nether Yin Manual,เคล็ดหยินภายใน
KunfuName_凌云步,Cloud Walker Step,ท่าเท้าท่องคลื่น
KunfuName_睡梦心经,Dreaming Sutra,นิมิตรสูตร
KunfuName_兽吼功,Beast Howling Move,ราชสีห์คำราม
KunfuName_天星诀,Celestial Star Manual,เคล็ดวิชาดาวสวรรค์
KunfuName_玄元心经,Nether Origin Sutra,พลังรวมปราณ
KunfuName_罗刹毒经,Raksha Poison Sutra,รากษกพิษยสูตร
KunfuName_益寿延年功,Longevity Technique,เคล็ดยืดอายุขัย
KunfuName_圣火燎原,Holy Flame Spreading,ประกายไฟศักดิ์สิทธิ์
KunfuName_梦蝶心经,Dream Butterfly Sutra,ผีเสื้อนิมิตรสูตร
KunfuName_莽苍诀,Reckless Sky Technique,เคล็ดฟ้าประมาท
KunfuName_无心无为功,Serene Move,เคล็ดไร้ใจไร้กระทำ
KunfuName_寻龙术,Dragon Seeker Manual,ล่าหลุมฝังมังกร
KunfuName_九流心源,Nine Origins,พลังเก้ากำเนิด
KunfuName_剑心通明诀,Omniscient Sword Manual,คัมภีร์หัวใจกระบี่
KunfuName_妙音诀,Melody House Technique,คัมภีร์เสียงมหัศจรรย์
KunfuName_九州诀,Nine Provinces Manual,คัมภีร์นพเก้า
KunfuName_紫薇龙气,Dragon King Aura,ลมปราณราชันมังกร
KunfuName_轩辕宝鉴,Xuan Yuan Records,บันทึกซวนหยวน
KunfuName_天魔噬魂术,Archdemon's Soul Eating Skill,มารฟ้ากลืนวิญญาณ
KunfuName_阴阳挪移功,Yin Yang Reversal Move,มหาเวทดูดดาว
