﻿FondTag_武器,Weapon,อาวุธ
ItemName_蜜枣粽,Candied apple dumpling
ItemName_清水粽,Plain dumpling
ItemName_如意凉糕,Rice cake
ItemName_莲蓉香饼,Lotus biscuit
ItemName_七巧点心,Seven Artifacts dessert
ItemName_碎金饭,Golden fried rice
ItemName_金玉满堂,Dish of Prosperity
ItemName_三鲜包,Three fresh buns
ItemName_芙蓉饼,Hibiscus cake
ItemName_八宝蒸糕,Eight treasure pudding
ItemName_罗汉斋,Buddha's delight
ItemName_吉祥如意包,Big fortune
ItemName_特供月饼,Special Mooncake
ItemName_家常豆腐,Homemade tofu
ItemName_红烧豆腐,Braised tofu
ItemName_烤鸡腿,Roasted chicken leg
ItemName_烤土豆,Roasted potato
ItemName_土豆泥,Potato soup
ItemName_水煮蛋,Boiled egg
ItemName_烤鱼,Grilled fish
ItemName_烤肉串,Kebab
ItemName_烤香菇,Grilled mushroom
ItemName_烤白菜,Roasted cabbage
ItemName_烤青菜,Roasted vegetables
ItemName_炒蚕豆,Fried broad beans
ItemName_炒米,Fried rice
ItemName_油面筋,Oiled noodle
ItemName_荷包蛋,Poached egg
ItemName_拌菜,Mixed vegetables
ItemName_难以下咽的菜肴,Unpleasant food
ItemName_素烤串,Skewer
ItemName_烤杂串,Mixed skewer
ItemName_肉丸子,Meat ball
ItemName_醋溜肉丸,Sweet and sour meat ball
ItemName_黄焖鸡,Braised chicken
ItemName_辣子鸡,Spicy chicken
ItemName_粉蒸肉,Steamed pork with rice powder
ItemName_糖醋鱼,Sweet and sour fish
ItemName_糖醋排骨,Sweet and sour ribs
ItemName_四喜丸子,Fortune meat ball
ItemName_小炒肉,Fried pork
ItemName_铁锅炖鱼,Iron pot fish stew
ItemName_小鸡炖蘑菇,Chicken stew with mushroom
ItemName_火腿蒸豆腐,Steamed tofu
ItemName_酱爆竹笋,Fried bamboo shoot
ItemName_麻婆豆腐,Mapo tofu
ItemName_竹笋炒肉,Stir-fried meat with bamboo shot
ItemName_土豆炖牛肉,Beef potato stew
ItemName_酸汤鱼,Fish sour soup
ItemName_大拌菜,Big vegetables mix
ItemName_烤蛇肉,Grilled snake meat
ItemName_烤野猪肉,Grilled wild boar meat
ItemName_水晶脍,Crystal fish
ItemName_香菇炖肉,Steamed meat with mushroom
ItemName_东坡肉,Dongpo pork
ItemName_宫保鸡丁,Kung pao chicken
ItemName_金牌水煮鱼,Poach fish
ItemName_精品水煮肉,Prestige boiled meat
ItemName_爆炒河鲜,Fresh fish fried
ItemName_一品豆腐,First class tofu
ItemName_香菇焖豆腐,Braised tofu with mushroom
ItemName_大杂烩,Hodgepodge
ItemName_八仙过海,Eight Immortals Cross the Sea
ItemName_炒山珍,Fried wild game
ItemName_红烧狮子头,Meat ball with soy sauce
ItemName_五珍脍,Five delicacies
ItemName_奶汤锅子鱼,Milk fish soup
ItemName_霸王别姬,Farewell My Concubine
ItemName_罗汉豆腐,Arhat tofu
ItemName_面片汤,Noodle soup
ItemName_汤圆,Tangyuan
ItemName_稀饭,Porridge
ItemName_肉羹汤,Pork soup
ItemName_蚕豆粥,Broad bean porridge
ItemName_蛋花汤,Egg soup
ItemName_青菜粥,Vegetable porridge
ItemName_菜汤,Mixed porridge
ItemName_萝卜汤,Radish soup
ItemName_豆浆,Soy milk
ItemName_豆腐脑,Jellied beancurd
ItemName_汤,Soup,น้ำแกง
ItemName_怪味汤,Strange soup
ItemName_馄饨,Wonton
ItemName_鲜鱼汤,Fresh fish soup
ItemName_鱼丸汤,Fish ball soup
ItemName_山珍汤,Wild game soup
ItemName_素鲜粥,Fresh porridge
ItemName_海鲜粥,Seafood porridge
ItemName_砂锅鸡汤,Chicken soup
ItemName_胡辣汤,Spicy soup,แกงเผ็ด
ItemName_杂拌粥,Mixed soup
ItemName_养生蔬菜粥,Vegetable porridge
ItemName_莲子粥,Lotus sweet soup
ItemName_香菇瘦肉粥,Pork congee with mushroom
ItemName_鲜鱼煲,Boiled fresh fish
ItemName_滋补鲜肉汤,Herbal meat soup
ItemName_怪味大补粥,Strange flavor porridge
ItemName_八宝粥,Laba congee
ItemName_竹笋香菇鸡汤,Chicken soup with mushroom
ItemName_蜜饯果子,Candied fruit
ItemName_糖面人,Sugar candy
ItemName_水晶皂儿,Crystal candy
ItemName_药木瓜,Sugar fruit
ItemName_鸡头酿砂糖,Granulated sugar chicken
ItemName_荔枝膏,Lychee cake
ItemName_雕花橙子,Carved orange
ItemName_蜜饯姜片,Candied ginger
ItemName_蜜饯李子,Candied plum
ItemName_梅子姜,Plum ginger
ItemName_冰雪冷元子,Frozen snow
ItemName_雪花糕,Milk snow cake
ItemName_糖糜乳糕浇,Custard
ItemName_小浆果,Small berries,ผลไม้เล็กๆ
ItemName_桑葚,Strawberry
ItemName_葡萄,Grape,องุ่น
ItemName_山楂,Mulberry
ItemName_橙子,Orange,ส้ม
ItemName_鸭梨,Pear
ItemName_桃子,Peach
ItemName_石榴,Pomegranate
ItemName_黄柑,Yellow orange
ItemName_青梅,Greengage
ItemName_番茄,Tomato
ItemName_西瓜,Watermelon
ItemName_杨梅,Bayberry
ItemName_椰子,Coconut,มะพร้าว
ItemName_榴莲,Durian,ทุเรียน
ItemName_跌打药,Healing powder,ยาผงรักษาแผล
ItemName_行气散,Energy powder,ยาผงฟื้นฟูปราณ
ItemName_金疮药,Healing medicine
ItemName_祛病丸,Illness removal pill
ItemName_培元膏,Healing ointment
ItemName_小还丹,Small pill
ItemName_洗目散,Eye clearing powder
ItemName_解毒散,Antidote powder
ItemName_补脏散,Viscera powder
ItemName_止血散,Hemostasis powder
ItemName_定灵散,Stabilization powder
ItemName_祛湿丸,Cold medicinal pill
ItemName_大力丸,Power pill
ItemName_龟甲散,Turtle armor powder
ItemName_回春丹,Revitalization pill
ItemName_七星丹,Seven stars pill
ItemName_玉露丸,Stardew pill
ItemName_聚元丹,Recovery pill
ItemName_续命丸,Preservation pill
ItemName_还魂丹,Revival pill
ItemName_除瘴散,Miasma removal pill
ItemName_断续膏,Binding pill
ItemName_化毒丹,Antidote pill
ItemName_醒神散,Spirit powder
ItemName_固命丸,Life preservation pill
ItemName_清目丸,Eye clearing pill
ItemName_化毒丸,Antidote ball
ItemName_调腑丸,Stabilizing pill
ItemName_凝血丸,Hemostasis pill
ItemName_聚灵丸,Focus pill
ItemName_健胃丸,Healthy pill
ItemName_健力丸,Robust pill
ItemName_金刚散,Diamond powder
ItemName_大还丹,Big pill
ItemName_唯命是从丹解药,Mind control pill - Antidote
ItemName_七日断肠蛊解药,Deadly worm pill - Antidote
ItemName_凌波散,Blue wave powder
ItemName_开悟丹,Enlighten pill
ItemName_拘魂丹毒解药,Soul taker poison pill - Antidote
ItemName_天香续命丸,Fragrance preservation pill
ItemName_天王补气丹,Emperor replenishment pill
ItemName_十全大补丸,Full recovery pill
ItemName_明目丹,Clear eyesight pill
ItemName_清毒丹,Poison removal pill
ItemName_固本丹,Restoration pill
ItemName_愈血丹,Regeneration pill
ItemName_融灵丹,Spirit fuser pill
ItemName_化食丹,Chemical pill
ItemName_霸力丸,Mighty pill
ItemName_玄武散,Turtle powder
ItemName_熊魄丹,Bear pill
ItemName_白虎丹,Tiger pill
ItemName_通慧丹,Smart pill
ItemName_游龙丹,Dragon pill
ItemName_天泽丹,Lucky pill
ItemName_真武丹,Zhenwu pill
ItemName_九转金丹,Nine-times refined pill
ItemName_忘忧丹,Forgotten pill
ItemName_三字经,Trimetric classic
ItemName_弟子规,Disciple rules
ItemName_千字文,Thousand character classic
ItemName_证类本草,Classic medical
ItemName_肘后备急方,Emergency prescriptions
ItemName_瘟毒论,Plague theory
ItemName_药毒本草,Poisonous herb handbook
ItemName_投石术,Stone throwing manual
ItemName_扬沙法,Sand throwing technique
ItemName_拳掌技巧,Fist skill
ItemName_御剑技巧,Sword skill
ItemName_耍刀技巧,Blade skill
ItemName_长兵技巧,Long weapon skill
ItemName_短兵技巧,Short weapon skill
ItemName_音律技巧,Musical skill
ItemName_论语,Analects of Confucius
ItemName_周礼,Rites of the Zhou
ItemName_易经,Book of Changes
ItemName_春秋,Spring and Autumn
ItemName_左传,Simplified script
ItemName_伤寒杂病论,Treatise on Cold Pathogenic
ItemName_本草纲目,Compendium of Materia Medica
ItemName_医毒条辨,Discrimination of Medicine and Poison
ItemName_毒物秘闻,Toxicology secrets
ItemName_甩手镖秘法,Secret dart throwing method
ItemName_百步穿杨术,Precision technique 
ItemName_拳掌心得,Fist technique
ItemName_御剑心得,Sword technique
ItemName_耍刀心得,Blade technique
ItemName_长兵心得,Long weapon technique
ItemName_短兵心得,Short weapon technique
ItemName_音律心得,Musical technique
ItemName_金石汇编,Ore compendium
ItemName_炼兵精要,Military tactics,กลศึก
ItemName_传灯录,Record of the Transmission of the Lamp
ItemName_黄帝内经,Esoteric Scripture of the Yellow Emperor
ItemName_太平圣惠方,Peaceful Holy Benevolence Recipe
ItemName_虿蛊本源,Origin of poisonous worm
ItemName_毒王秘典,Poison King's secret manual
ItemName_暴雨梨花针法,Violent storm pear needle
ItemName_含沙射影秘录,Hidden sand projectile manual
ItemName_拳掌感悟,Fist arts
ItemName_御剑感悟,Sword arts
ItemName_耍刀感悟,Blade arts
ItemName_长兵感悟,Long weapon arts
ItemName_短兵感悟,Short weapon arts
ItemName_音律感悟,Musical arts
ItemName_盗圣秘录,Bandit King secret manual
ItemName_圣济总录,Sacred charity scripture
ItemName_万毒源流,Origin of Toxic
ItemName_暗器总纲,Way of Throwing weapon
ItemName_拳掌汇宗,Way of Fist
ItemName_御剑汇宗,Way of Sword
ItemName_耍刀汇宗,Way of Blade
ItemName_长兵汇宗,Way of Long weapon
ItemName_短兵汇宗,Way of Short weapon
ItemName_音律汇宗,Way of Music
ItemName_实战技巧,Combat skill
ItemName_实战心得,Combat technique
ItemName_武道感悟,Combat arts
ItemName_武道汇宗,Way of combat
ItemName_武道源流,Origin of combat
ItemName_未鉴定饰品（一）,Nameless jewelry
ItemName_未鉴定书法（一）,Nameless calligraphy
ItemName_未鉴定画卷（一）,Nameless painting
ItemName_未鉴定器具（一）,Nameless appliance
ItemName_未鉴定药物（一）,Nameless medicine
ItemName_未鉴定装饰（一）,Nameless ornament
ItemName_未鉴定书册（一）,Nameless book
ItemName_未鉴定饰品（二）,Nameless jewelry
ItemName_未鉴定书法（二）,Nameless calligraphy
ItemName_未鉴定画卷（二）,Nameless painting
ItemName_未鉴定器具（二）,Nameless appliance
ItemName_未鉴定药物（二）,Nameless medicine
ItemName_未鉴定装饰（二）,Nameless ornament
ItemName_未鉴定书册（二）,Nameless book
ItemName_未鉴定画卷（二一）,Nameless painting
ItemName_未鉴定秘籍（二）,Nameless manual
ItemName_未鉴定饰品（三）,Nameless accessory
ItemName_未鉴定书法（三）,Nameless calligraphy
ItemName_未鉴定画卷（三）,Nameless painting
ItemName_未鉴定器具（三）,Nameless appliance
ItemName_未鉴定药物（三）,Nameless medicine
ItemName_未鉴定装饰（三）,Nameless ornament
ItemName_未鉴定书册（三）,Nameless book
ItemName_未鉴定饰品（三一）,Nameless accessory
ItemName_方家不传之秘（书册）,Fang Family's Secret (Book)
ItemName_未鉴定饰品（四）,Nameless accessory
ItemName_未鉴定书法（四）,Nameless calligraphy
ItemName_未鉴定画卷（四）,Nameless painting
ItemName_未鉴定器具（四）,Nameless appliance
ItemName_未鉴定药物（四）,Nameless medicine
ItemName_未鉴定装饰（四）,Nameless ornament
ItemName_未鉴定书册（四）,Nameless book
ItemName_未鉴定饰品（四一）,Nameless accessory
ItemName_狼风破,Wolf Wind Break
ItemName_略空瘪的钱袋,Small money bag
ItemName_生锈菜刀,Rusted knife
ItemName_沉甸甸的包裹,Heavy money bag
ItemName_河蚌,Mussel
ItemName_特制机关铜管,Specialized bronze tube
ItemName_衣物锦盒,Brocade clothes box
ItemName_古朴的竹简,Ancient bamboo script
ItemName_磐龙剑,Dragon Sword
ItemName_天机丹匣,Heaven pill
ItemName_白菜,Radish
ItemName_小青菜,Vegetable
ItemName_黄花菜,Daylily
ItemName_芹菜,Celery
ItemName_苋菜,Amaranth
ItemName_生菜,Lettuce
ItemName_菠菜,Spinach,ผักโขม
ItemName_花生,Peanut
ItemName_蚕豆,Broad bean
ItemName_黄豆,Soy bean
ItemName_莲子,Lotus seed
ItemName_红豆,Red bean
ItemName_香菇,Mushroom
ItemName_竹笋,Bamboo shoot
ItemName_木耳,Fungus
ItemName_金针菇,Enoki
ItemName_鸡蛋,Chicken egg
ItemName_豆腐,Tofu
ItemName_土豆,Potato
ItemName_胡萝卜,Carrot
ItemName_面粉,Wheat flour
ItemName_稻米,Rice,ข้าว
ItemName_糯米粉,Glutinous rice
ItemName_香米,Fragrant rice
ItemName_芝麻,Sesame
ItemName_花椒,Pepper,พริกไทย
ItemName_醋,Vinegar
ItemName_酱油,Soy sauce
ItemName_盐,Salt,เกลือ
ItemName_辣椒,Chili,พริก
ItemName_糖,Sugar,น้ำตาล
ItemName_蜂蜜,Honey,น้ำผึ้ง
ItemName_蔗糖,Sugar cane
ItemName_鸡肉,Chicken meat
ItemName_鹅肉,Goose meat
ItemName_猪肉,Pork
ItemName_牛肉,Beef
ItemName_羊肉,Mutton
ItemName_马肉,Horse meat
ItemName_狗肉,Dog meat
ItemName_精品鸡肉,Prestige chicken meat
ItemName_精品猪肉,Prestige pork
ItemName_蛇肉,Snake meat
ItemName_野猪肉,Wild boar meat
ItemName_狼肉,Wolf meat
ItemName_棕熊熊掌,Bear fist
ItemName_泥鳅,Loach
ItemName_蚌肉,Clam meat
ItemName_河虾,River prawn
ItemName_河蟹,River crab
ItemName_鲤鱼,Carp
ItemName_鲫鱼,Crucian carp
ItemName_鲟鱼,Trout
ItemName_鲈鱼,Bass
ItemName_草鱼,Grass carp
ItemName_金鲤鱼,Golden carp
ItemName_清水,Clear water
ItemName_井水,Well water
ItemName_无根水,Dewdrop
ItemName_万年玄冰,Thousand Years Frozen Ice
ItemName_枸杞,Wolfberry
ItemName_雄黄,Realgar
ItemName_三七,Panax
ItemName_红花,Safflower
ItemName_蚯蚓,Earthworm
ItemName_甘草,Licorice
ItemName_蚍蜉,Dragonfly
ItemName_知了,Cicada
ItemName_千足,Millipede
ItemName_蚱蜢,Grasshopper
ItemName_蚰蜒,Slug
ItemName_蝎子,Scorpion
ItemName_蜘蛛,Spider
ItemName_蜈蚣,Centipede
ItemName_牛黄,Bezoar
ItemName_蛇胆,Snake gall
ItemName_蛇毒液,Snake venom
ItemName_蟋蟀,Cricket
ItemName_莲花,Lotus
ItemName_葛根,Kudzu root
ItemName_决明子,Cassia
ItemName_止血草,Pennywort
ItemName_当归,Angelica
ItemName_黄芪,Astragalus
ItemName_山药,Yam
ItemName_白芷,Dahurica
ItemName_没药,Myrrh
ItemName_生草乌,Black grass
ItemName_毒蛾,Poisonous moth
ItemName_蜣螂,Dung beetle
ItemName_椿象,Stinkbug
ItemName_斑蝥,Blister beetle
ItemName_螳螂,Praying mantis
ItemName_冬虫夏草,Cordyceps sinensis
ItemName_龙血竭,Dragon's blood
ItemName_白术,Atractylodes
ItemName_沉香,Agarwood
ItemName_忍冬,Honeysuckle
ItemName_野百合,Lily
ItemName_接骨草,Sambucus chinensis
ItemName_珍珠母,Pearl maker
ItemName_山慈姑,Edible tulip
ItemName_夹竹桃,Oleander
ItemName_曼陀罗,Man Tuoluo
ItemName_断肠草,Heart broken grass
ItemName_天蝼,Tian lou
ItemName_金龟,Golden turtle
ItemName_土元,Dogen
ItemName_刺蛾,Venomous Moth
ItemName_九龙虫,Nine dragon worm
ItemName_灵芝,Lingzhi
ItemName_何首乌,Knotweed
ItemName_藏红花,Saffron
ItemName_野山参,Ginseng
ItemName_天山雪莲,Tianshan Snow Lotus
ItemName_金线莲,Clematis
ItemName_天仙子,Henbane
ItemName_天南星,Arisaema
ItemName_雪上一枝蒿,Radix aconiti brachypodi
ItemName_见血封喉,Deadly poison
ItemName_红信石,Red arsenic
ItemName_冰蚕,Ice silkworm
ItemName_青腰,Blue waist
ItemName_地胆,Dedan
ItemName_龙虱,Dragon lice
ItemName_火蚁,Fire ant
ItemName_毒龙胆,Dragon's Gallbladder
ItemName_煤炭,Coal
ItemName_铁矿,Iron mine
ItemName_铜矿,Copper mine
ItemName_精铁,Refined iron
ItemName_秘银,Mythril
ItemName_镔铁,Tin iron
ItemName_乌金,Black metal
ItemName_寒铁,Cold iron
ItemName_精钢,Steel
ItemName_千年玄铁,Thousand years black iron
ItemName_百炼精金,Damascus steel
ItemName_天外陨石,Meteorite
ItemName_蜜蜡,Beeswax
ItemName_砗磲珠,Giant clam
ItemName_鸡血石,Bloodstone
ItemName_玛瑙,Agate
ItemName_琥珀,Amber
ItemName_翡翠,Emerald
ItemName_珍珠,Pearl
ItemName_赤玉珠,Red jade
ItemName_猫眼石,Opal
ItemName_红宝石,Ruby
ItemName_紫水晶,Amethyst
ItemName_蓝宝石,Sapphire
ItemName_月光石,Moonstone
ItemName_祖母绿,Jade
ItemName_孔雀石,Malachite
ItemName_羊脂玉,White jade
ItemName_青金石,Lapis Lazuli
ItemName_寿山石,Agalmatolite
ItemName_昆仑玉,Kunlun jade
ItemName_精卫石,Jingwei stone
ItemName_补天石,Sky mending stone
ItemName_玉髓,Chalcedony
ItemName_天珠,Dzi bead
ItemName_七彩舍利子,Seven colours Śarīra
ItemName_树枝,Branch
ItemName_圆木桩,Camphor wood
ItemName_实木,Hardwood
ItemName_龙鳞竹,Ebony
ItemName_硬木,Hemlock
ItemName_软木,Agarwood
ItemName_雷击木,Thunderstruck wood
ItemName_阴沉木,Dark wood
ItemName_野猪皮,Wild boar skin
ItemName_狼皮,Wolf skin
ItemName_蛇皮,Snake skin
ItemName_牛皮,Ox skin
ItemName_优质蛇皮,Quality snake skin
ItemName_狼王皮,Wolf king skin
ItemName_优质野猪皮,Quality wild board skin
ItemName_优质狼皮,Quality wolf skin
ItemName_虎皮,Tiger skin
ItemName_熊皮,Bear skin
ItemName_稀有虎皮,Quality tiger skin
ItemName_稀有棕熊皮,Quality bear skin
ItemName_粗布,Cloth
ItemName_棉布,Cotton
ItemName_缎,Satin
ItemName_绸,Silk
ItemName_绫,Ling
ItemName_稻草,Straw
ItemName_狼毛,Wolf hair
ItemName_鹅毛,Goose feather
ItemName_麻纸,Paper
ItemName_羊毛,Goat hair
ItemName_猪鬃,Pig bristle
ItemName_鼠须,Mouse whisker
ItemName_鹿毛,Fawn hair
ItemName_雕翎,Bird feather
ItemName_硬黄纸,Yellow paper
ItemName_虎骨,Tiger bone
ItemName_冷金笺,Lengjin paper
ItemName_绢纹宣,Silk pattern paper
ItemName_粗茶,Low-grade tea
ItemName_高碎,Scrap tea
ItemName_七宝擂茶,Seven Artifacts tea
ItemName_大红袍,Big Red Robe
ItemName_日铸茶,Rizhu tea
ItemName_双井茶,Shuangjing tea
ItemName_龙井茶,Longjing tea
ItemName_碧螺春,Bilouchun
ItemName_雪山图,Snow mountain painting
ItemName_春游图,Spring outing painting
ItemName_竹石图,Bamboo and stone painting
ItemName_授课图,Lecture painting
ItemName_游春图,Spring stroll painting
ItemName_五牛图,Five bulls painting
ItemName_仕女图,Beautiful lady painting
ItemName_神仙图,Immortals painting
ItemName_江山小景图,Scenery painting
ItemName_枯木怪石图,Deadwood and strange rock
ItemName_写生珍禽图,Rare birds sketching
ItemName_五色鹦鹉图,Colorful parrot painting
ItemName_洛神赋图,Ode To The Goddess Of The Luo River
ItemName_韩熙载夜宴图,Han Xizai Gives A Night Banquet
ItemName_明皇幸蜀图,Emperor Ming-huang's Flight to Shu
ItemName_清明上河图,Along the River During the Qingming Festival
ItemName_字帖,Calligraphy
ItemName_古诗四帖,Ancient poets
ItemName_思咏帖,Remembrance
ItemName_赤壁二赋帖,Ode to the Red Cliff
